sentence,label
デザイン、遮光性は良いのですが、コンパクトな分とても畳みづらいです。やはりこういうものは一度自分の手に取り、試してみないとダメだと思いました。,2
届いてびっくり、すごく小さくジップロックに入って届きました。そのせいかスマホホルダーのクッション部に他の部品が食い込み、凹みができてました。機能的には問題ないのですが、見かけが。。。 組み立ては問題なくできました。思っていたよりコンパクトです。ただし、スマホホルダー部分はiPhone5次代用で、iPhone8サイズでもキチキチでした。iPhoneプラス系は厳しいと思います。 その他気になったのはホットシュー取付部のネジ部品が不必要に長くて、プラスティック性ということもあり、折れないか不安です。 色々辛口にも書きましたが、使用については問題はないので、値段相当ということでしょうか。スマホホルダーとホットシュー取付部のネジ長が刷新されたら評価はずっと良くなるかと思います。,2
品質保証期間が長くて嬉しいです。 ただ、「使用上・設置上の注意」が記載されている所にバーコードシールが貼ってあり、読むことができません。 剥せるシールではなかったので、残念でなりません。 しかも紙に紙シールなので全く綺麗に剥せることができない。 こういう類の製品に「使用上・設置上の注意」は特に大事だと思うので、こういう貼り方はやめたほうが良いと思います。,1
少し疑問を持ってかなり大きいサイズを注文しました。ちょうどよかったです。サイズの基準はどの企業、アマゾン等でもよく分からないですよね。有名メーカ以外の製品は基本的に小さめに制作されている気がします。まぁ、今回のカッパはこれからの活躍ですよね。新たなうれしいレポートができれることを希望しています。,2
裏について両面テープの接着が弱いので瞬間接着剤必要です。 テレビのチャンネル７番にに反応します、７を押すと点灯します。,2
全体はふんわりとした感じですが、踵部から土踏まずの間が少し痛いです。もっと詳細にカットすれば良いのかもしれませんが時間がかかる。,2
動画を見てからやりました。 こちらの説明書の方が親切でした。 無事にできて作動しましたが、もうやりたくないです。 バッテリーの粘着が強くて参りました。 付いている工具は文句なしです。,4
財布が劣化したので購入。何も入れなくても重く感んじました。かわいいチャームがついていますが重いので外しました。,2
使い勝手いいけど少々寿命来るのが早いかもしれない,1
アイフェイス のデイジーのケースに使用したく、透明のを探していました。粘着力も強くて良い品物です。,4
生地もしっかりしていました 大きなサイズを選んだんで大きすぎましたが 値段から言って満足です,2
うーん、うーん・・・ 味はうまいです。 でも、お湯で温めてから、中身をご飯の上に乗せたときに驚きますね。 理由は、 「あれ？これは具材を混ぜるやつやったかな？？」 それくらいパッケージの写真と違いますよ。 野菜なんて見えません。透明なのかな。 プライムデーの安売りで買いましたが、今どきあまり無い、残念な感じの商品です。,1
31.8mmを注文したが33.8mmが送られてきた。返品手間がかかったので☆1です。,0
色がかわいくて、気持ちが上がります。もちろん性能はサーモなので、満足。５～６個目なんですが、この前に持っていた、細身のタイプが、バッグの収まりがよかったので、ちょっとふくよかで、出し入れに手間取っています。でも、細身のタイプより、保冷、保温機能は持ちがよさそう。とにかく、買い替えるたびに、何かしらパーツが良くなっていて、うれしいです。,3
車の白い本革シートに裏側のゴムから色移りしてしまいました。Amazonを経由して問い合わせしていますが、返信もありません。このような業者は出品すべきではありません。,0
生地とようかんの絶妙な食感がすごい癖になる～ 食べ始めたら止まらなくなります!,4
落としても画面が割れない！というレビューを信じて買ってみました。 この前は、ライフプルーフのガッツリ保護するカバーを使っていたのですが、一年以上も使って割れてきたのと、無骨で可愛くないので、こちらを選びました。 クリアなタイプなので、色も綺麗です。 薄くてゴツくないカバーなので大丈夫かなと思いましたが3回ほどすでに落としていますが今のところ無傷のままです！この背面に、リングをつけて使っています。 着信や、ライトをつけると、縁が光ります。,3
２setも購入したのに全く認識しない。 こんなことなら純正品購入しておけばよかった。 安物買いの銭失いを身をもって教えられました。,0
迅速な対応ありがとうございました！ 画面がクリアで見やすいです！ ちょっと接触の悪い時もありますがそこはガラスが間にあるのでそんなものかとは思います。,2
玄関の上の通気口の上に巣を作られそうで購入。臭いが強烈とのレビューがあったけれど、そこまでとは感じませんでした。ただ、通気口に掛けたので、トイレの換気をするとその臭いがトイレ一杯になり、私の方が気分悪くなり…こんなに気分悪くなるのに、30分もしない内に鳥はやって来ました。,1
普段映画館に行く時間ないので、これで映画鑑賞することにした。普通に使える、設置にも時間がかからないし、購入を推薦します！,4
普通に使用済みのものでした。 問題と解答欄にも全て書き込みがあり、商品の説明欄と全く異なるものでした。 この出品者さんはとても危険なのでご購入を検討されている方とても気をつけてください,0
プチ旅行に行く際に飛行機で使用したかったので購入しました。 商品を家で開封した際から素材が柔らかくて使用感も良さそうというイメージのもと、プチ旅行へ持って行きましたが、この商品は当たりでした。 耳も痛くなりませんし、何より素材が柔らかくてフィット感があり、光が入って来ないので使用していた数時間を快適に休めました。,4
値段の割に音はいいです。しかし、買って4か月ちょっとで、プラスティック部分が割れた。カナル部分のゴムがすぐとれる。耳掛けタイプなのだが、耳の部分を曲げて耳にかけるのだが、それだけで、ケーブルの川の部分が痛んでしまう。音が良くても、すぐ壊れるんじゃしょうがない。よって低評価。もうこのメーカーは買わない。,0
このサイズだと、やっぱりネットでしか手に入りません。 写真通りのデザインと造りで、満足です。,4
母の日のプレゼントに送りましたが3日前に送り先に届いたのですが硬い蕾が付いていてなかなか咲きそうになかったようです… はじめの一輪が咲いたのが1週間後でその後蕾のまま落ちてしまうのがほとんどで4、5輪しか咲かなかったそうです… 母はまた来年咲くようにするねと言ってくれましたが残念です,0
お仕事で使うにはもう少し耐久性が欲しいとこ、ただリペアが効くので自分でバラせるひと直せるひとにはいいかもです。 回転スピードやトルクは安もんよりは全然いい感じです。 もう使っていませんが。。,1
電池の接触が再々悪くなり、表示が消えます。電池を付け直すと正常に使えるため、不良品にも出来ず。性能には満足しています。,1
スプレー噴霧後ノズルの先端から液だれ生じ指に付着します。改善が必要です。,0
2018年ロードグライドに取り付け安いわりにわしっかりしてます。 満足です。,4
まったく沈む気配がありません。完全に浮いてます。,0
AQUOS R3ホワイト用に注文。 商品の説明が”銀”だったので本体と同じような、ﾒｯｷではないザラザラ？な銀色をイメージして購入しましたが、実際の商品は画像のように銀メッキ風のギラギラのもので５０代男性には眩しすぎました。 カメラの周りのメッキデザインも太すぎて好かない。 収まりとかスイッチの操作フィーリングは良いので星二つ！ ネット購入ではありがちな失敗でした。,1
買って3回レンジで温めただけで電源が入らない買わなきゃよかった,0
最近ドライフードを食べていると時々飲み込みにくい様子が出て来たので購入しました。特に朝食時に飲み込みにくい様子なので、このフードのみ、もしくはドライフードと一緒にあげています。このフードもドライフードもスムーズに食べているようです。,3
コードが柔らかいので取り回しは楽です。使ってるテレビが21型なので画質や音質は良いわかりません。黒ばかりのコードの中にカラフルなモノが入るとチョット楽しいですね！,4
到着は３日程で来たけど画面はスレ傷だらけ日中の外ではムリなくらい・・フィルムかと思いきや貼って無しーからの１日目で画面の端がめくれて割れたw 繋ぎに使えただけ良しと～程度良と記載するのはどうだろうー可とか詳細画面にスレ傷多が普通でしょ無料とか差し上げますでないのだから。,0
キャンプ用として購入。簡単に切ることができて、バーナーをテーブルに置く際に使用している。 断熱性能はテストしていないが、熱で木製テーブルが焦げるような事はない。 他、小さく巻いてアルコールバーナーに使う、焚き火台の下に敷くなど、用途が多そう。 軽く収納性も非常に良いので、鍋敷きを使うくらいならこちらを使用することを勧める。,3
娘と一緒にスイミングに行ってるんですが、スイミングバックとして使ってます。,1
バスタオル1枚きれいにほせます。 スッキリします。 ダブルで干すのはまだ、未体験！,3
2本持ち歩きたくて、こちらのケースを購入しました。 趣味で革細工をしていますが、しっかりとした作りだと思います。 耐久性は、これからですが、作りがシンプルな分、修理もしやすいと思っています。 とても良い買い物をしました。,4
とあるレビューサイトで歴代TOP5に入っていたので期待してみましたがいまいちでした まさおの復活をもう少し早くしてほしかったということもありますし悪堕ちからの展開が急ぎ足すぎる気もしました。 全体的に山がない印象でした。 他のクレしん映画は楽しんでみていましたがこれは退屈でした。,1
安値だったので、薄い感じをイメージしていましたが、厚みもあり冬場には適していました。 ただ、周囲を縫っている布テープがはがれてしまったので、縫い直しました,2
タイトル通り高さがありすぎて、持ったり放してキーボードに手をやったり、という動作がしづらいため使うのをやめました。また、マウスとしても操作しづらいです。 同時に、同じくペリックスのPERIMICE-508も買ったため、そちらを使ってみてのレビューも書いてきます。,1
履き心地が良い。本当は違う色が欲しかったがサイズがなかった。,3
アドレスｖ１００はバッテリーを横置きで搭載しなければいけないので試しにこのタイプのバッテリーを購入、初期充電はしてあるが念のため自宅で充電して使用中今の処、漏れも無く問題なく使えてる後はどのくらいもつかな？,3
壊れたタンスの棚を直しました。 1日かけて乾かせばかなりの接着力。 一般の木工用ボンドよりいいと思います。,4
結構な量が入ってますのでお得感あります。使わない分は冷凍保存してますと、香りも落ちません。 やはり使うたびにミルで挽くと香りが広がりますね～。,4
二度目の購入になりますが、前回の商品は「特大（6食で１尾分）」でとても満足でした。 それで再注文し届いた商品は「小ぶり（６食で２尾分→添付画像）」と明らかに痩せて肉薄のため、小骨の食感が際立ってしまい残念でした。,0
タイトルで勘違いしてしまったけれど、内容はキルケゴールの『死に至る病』ではない。『死に至る病』、というかキルケゴールを題材にはしてるけど、舞台は日本。主人公は男子高校生。舞台設定のおかげでなんとなく読みやすくはなってるけど、キルケゴールの思想が必ずしも理解しやすく描かれているわけではない。,1
なかなか初めの電池を入れることがうまくできなかったです。画面はとても大きくてみやすくて、たすかります。 お風呂場でも安心して使える素材でよかったです。簡単に電池を入れて設定できるなら、また買い求めたいです。 ぜひ、新作を作ってください。,2
当方 身長170 中肉中背ですが このプロテクターの ゴムバンドが短すぎる！しかも膝用の 一番上のゴムバンドはマジックテープじゃなく 縫い付けてあるので 装着しづらいです。,0
リピしました。ビター75%だがちょっと甘め。初めは⁇と思いましたが、ついつい食べ過ぎてしまう美味しさです。,3
著者２名にも会ったことがあります。 自己正当化が大好きな２人です。 絶対に関わり合いにならない方がよいと思います。 この本は途中で読むのをやめました（稚拙すぎのため）,0
この夏の暑さの中、大量なお茶の買いだめに、サイズ的には良かったけど、味は他のメーカーのジャスミンより風味が薄くて間抜けなところがマイナス。味の濃さは濃いめで良いのにね。,2
割と飽きずに最後まで見れました お酒飲みながらだらだら見るのに最適です 気軽に楽しめます,3
5キロのトイプーにも若干の余裕もあって使いやすそう！匂いは新しい匂いなのかな？って感じでさほど気にならないです。,4
注文した翌日の午前中に届いたが、中古品のためか受話子機のバッテリーカバーが外されておらず、バッテリーを入れるためにカバーを開けるのに苦労した。同梱されている筈のお試しインクリボンが入っていなかった。取説は本機用のパナソニックのものに加えて、何故かSHARPの取説も同梱されていた。,2
画質も貼り心地も良く、お値段の割に良いものが買えたと喜んでいましたが、二週間ほどで割れてしまいました。残念でした。,2
この値段の割には、非常によくできている 重量も丁度いい MTだとブーツとノブの間に隙間ができるが、シフトレバーにタイラップを巻いてブーツをひっかければ解決しました,4
いちいち音量が最小になる。 ちょっと使えないかな。,1
やらせ高評価レビュー・Bluetooth 5.0ではない・1時間も充電がもたない,0
家ではwi-fiでネットにつないでbluetoothテザリングの親機にして他のスマホとbluetoothでつなぐと、ほかの端末の電池が長持ちしていいです。 SIMを入れると電池の減りがやや早くなるのと、アプリごとの消費電力がわからない、顔認証ができないので出先だと毎度アンロックが面倒といった短所はあるものの、上記のことと金属ボディで安物に見えない印象がでそれらを吹き飛ばします。,3
かわいい。 波に乗れます。 彼氏ががんがん波乗りしてました。,4
さっそく使用しましたが、高度計は結構使えました。温度計は腕にはめない状態でしか使用できません。 気圧も見れるし金額以上の代物。,4
縦型のエアコン吹き出し口対応となってましたが、愛車のと上手く合わず、運転中に振動で落ちることが何度もありました…,1
ボタンの反応がおかしく一切プレイ出来ません。 買って後悔してます。,0
冷暖房のない倉庫で仕事をしている為 薄い色だと脇汗が目立つので… 暑くなる前に試しに購入。 薄過ぎず、ゴワゴワしてなくてちょうどよかったです。しっかり張り付く為動き回っても落ちる心配はなさそうです。 逆に剥がすのが若干取りづらいかもしれないです。 これだけ入ってこのお値段はいいですね。,4
購入して半年ですが、lightning端子のほうが折れてしまい、iPhoneの中に残ってしまいました。 なんとか引っ張り出しましたが、負荷がかかったわけでもないのに折れてびっくりしました。 充電自体は問題なかっただけに残念です。,1
キャッチコピー通りに、簡単にキレイに貼ることも出来ました！今のところ問題点ありません！,4
使い始めからガッチリ形が付いていて取れない。 馴染めばいいと思う。,3
スタンドの長さを固定する器具がすでに壊れていました。これでは長さ調整ができず使えませんでした。最悪。。。,0
気になる箇所だけを、ちょっとだけ掃除するような用途には向いています。,3
2、3回使用したら壊れました。 安いだけで買って損しました。,0
私の環境ではbluetooth接続は安定しています,2
幸せとはなんだろう。医者になることか、定職に就くことか、人生は儚いよ、だから周りに惑わされず、他人の価値観で測らず、今この時を有意義に生きよう。無駄に先を案じるな、過ぎ去ったことを悔やむな、どう生きても時間は同じなんだから。そんなメッセージが込められているように感じました。故郷の夏と言うものが丁寧に描かれていて、庭木の成長、枯れた窓辺の植物、縁の下の瓦、子供達が履いている男物のつっかけ、欠けたタイル、人が増えるごとに出てくる扇風機、どれも自分が知っているものでした。人間の欲、醜いところ、脆いところ、プライド、優しさ、愛情が是枝監督によってここでもリアルに描かれていていました。,3
実物は予想以上に小さいもので、少し驚きました。性能はまだ試していません。,2
ワイヤレスイヤホン入門ということで、価格のみで購入しました。 使用用途は、ランニング時のラジオ、音楽視聴です。 価格が価格なのでさほど期待していませんでしたが、期待以上の商品でした。 もっと途切れたりするのかと思っていたらほぼ途切れることもなく 耳へのフィット感も抜群です。 ランニング時も、ずれたり、落ちそうになったりの心配もなく快適ですね。 有線この時はストレスだったズレによるノイズも無くなって今ではストレスフリーでランニングできます。 初めての購入なら、十分だと思いました,4
8月の1ヶ月間、朝に2錠飲んでいました。自転車通勤で15分、往復30分でしたが、飲んでても焼けました。塗る日焼け止めも併用してましたが、夏の日差しには勝てなかったみたいです。焼けましたがそこまで黒くならなかったので、効果はあるのかな？という感じです。,2
いつもは沸騰後、スイッチが切れるのですが購入して一ヶ月少しで沸騰してもスイッチが切れず水が空になり空焚き防止装置が働いたようで電源が切れました。もし、空焚き防止装置が働かなかった事を考えるとゾッとします。出火したかもしれないな。,0
ダイエット中にくる便秘に効きます、朝スプーンこさじ一杯昼にこさじ半分で飲んでます あの苦痛が無くなっただけでも価値は十二分にありました あとはかさついた肌に塗ってます,3
ゴチャゴチャになりがちなディスクトップですが、DVDの付いていないmacに買い換えたため安いDVDドライブを探していました。 口コミも見てmacでも問題なく動くことを確認し購入。薄いし小さいし、使う時だけつないでという使い方で問題なく使用できました。,4
使い勝手はいいのですが、中間部からは両サイド2ｃｍ幅を広くしてほしい。尿が漏れてしまいます。検討してくください。値段もはるので違う商品にしようか悩んでいます。,2
岩谷専用ガスボンベをしなければ気化熱でボンベが冷えて10分ほどで火力が落ちます 非常に便利と思いますが 量販店の安物ガスボンベでは本当に寒いときは使い物になりません 燃費を気にする方は専用のボンベをお使いください,0
音質、振動の機能、着け心地ともに◎ ただもろいのがきになります。発送されて家に届いた時点でフレームにヒビが入ってました。また使い始めて2週間程度でボキっと折れました。 負荷が多くかかるところがプラ樹脂でできているので、扱い方によると思いますが壊れやすいです。 もともともっている性能が素晴らしい分勿体ないと思いました。,2
画面一番下のホームボタン横の画面戻るをタップ時やや反応が悪いです。 画面はピカピカに見えます。,3
使い始めてから6ヶ月で充電できなくなりました。それまではちゃんと充電出来てましたし、時計の機能的にも問題なく使っていました。,0
ファミリーキャンプ用に購入。 幅も長さもゆったり。荷物置きにもなるし、ベンチにもベッドにもなります。 テンションも高く寝ても体が沈む感覚はあまりなかったです。 ただ、大きくてとても重いので、収納や持ち運びが大変です。,2
友人に子供が生まれたのでプレゼント用に購入。 デザインも７種類と多く、作りもしっかりしていました。 ただ一部で糸のほつれがあったのが残念でした。,2
以前買って気に入ってたので、今回買い足しました。やはり冬になると新しく服を買ってしまったので数が足りず。。。 ズボンをかけてみましたが、本当に滑らないないし、頑丈です！ 長さ問題なく、良かったです。大人用、子供用どちらも使ってます。,4
機械整備に使用しています。 排気管の温度、雰囲気温度も計測できるので、意外と重宝しています。 画面も見やすく、操作も簡単です。 買ってから１ヶ月、今のところ不満はありません。,3
折りたたみ傘なのに大きくてしっかり。 最初に持った時は確かに重いと感じましたが、中途半端な折りたたみ傘を買うくらいなら、この商品をおすすめします。 グリップ部分が滑りにくい素材になっています。 注意点は重さよりも大きさ。 一般的なビジネスバッグなら問題ありません。,4
商品自体は良かったが…。 間違って注文をしてしまい、 『すぐに』キャンセルリクエストをしたが「キャンセルできませんでした」とのこと。 ショップに直接連絡したかったが土曜日定休日だったため連絡できず、キャンセルできないまま発送されてしまった。,1
まず、単純に涼しくしたいというよりも服の中の熱気を飛ばす·汗で背中がベタつくのを防ぐという感覚で使えます。 前後にあるフックでしっかりベルトに固定し、給気口を確保すれば安定して風が出てきますが、リュックなど背負うと厳しいかもしれません。 夏なので気温が高いと当然温かい風が来ますが、風が流れているので背中の不快感はある程度和らぐと思います。 一番の難点は騒音ですが、これは仕方ないと割り切って弱風に切り替えるなど工夫するしかないでしょう。,2
これ、定価は308円。プライムに釣られちゃって調べず買ってしまった。送料無料のように見せるのはどうなのか…。,1
切れた電球から徐々にLED化しています 値段が手頃で買いやすく パッケージは簡素で後片付けも楽でした,4
孫は5歳なので紐が長くコマが回しにくかったです。コマの色はとても気に入ってます。まわせるよう頑張ってます。,3
測定したら、データから、自分のからだにどこから痩せることがすぐ出来る、とても便利です｡,4
Apple Watch Series 5を使っています。 Apple Watch本体が熱くなるばかりで1時間に2%ほどしか充電されません。,1
気に入って毎回リピしてまーす。包装も丁寧でとても良かったですo(^-^)o,4
高効率バルブで明るいです。欲を言えばもう少し明るければ言うことなし。,3
デザインもイメージ通りで良かった。サイズ的にもピッタリ！,3
フカフカで厚みも持続し、生後２ヶ月の赤ちゃんの頭も地面からの振動の緩和に大助かり。冬仕様でしたので、足まで包み込む物と迷いましたが、上掛けと別にできるこちらを選んで大正解でした。 ただベビーカー折りたたみの時にずれて延びてしまい、いちいち直すのは少々面倒でした,3
無双シリーズ好きだけどなんか年々キャラ贔屓酷いと思う。神格化する必要ある？ 後Switch版だと妙に重くなる時が有ると思う 動きがかなり遅くなったりカクカクしたり。 正直シナリオも微妙かな(｡-_-｡) まぁ其れでも無双シリーズがまだ好きなので今後の期待も込めて星3で,2
親戚の結婚式があり色々探していた時にこの商品に決めました。良い商品です、ありがとうございました。,4
届いた商品に不具合があり、使用できませんでしたが大変丁寧なご対応をしていただきました。 保証もしっかりとあるようなので安心できると思います。,3
音質は純正と比較してあんまり変わらないにしても、ザーというノイズが酷すぎる レッサー音声アプリも試してみたが変化なし,1
防水性限りなく少ない。履いたら吸い込むのに時間がかかった。防水性能を確かめてから試しに買う方が安全。 デザインは可愛いので星3つ、残りふたつは性能が残念だったのでごめんなさい…,2
サイズ感や使い勝手はかなりいいと思います。定期やカードも入れる場所を使い分けが出来て便利です。ただ革が100均みたいな素材なので、安物感があります。それを気にしないなら使いやすい商品です。,1
楽しみにしていたシフトノブですが、開封してみると付属品であるネジ２本、クッションテープの姿がどこにもありませんでした。装着する際にバリが…とかいう問題ではなくそもそも足りていない。私は休日を、取り付け作業を終え楽しい気分で過ごすはずでしたがどんよりと沈んだ気分で過ごさなくてはならなくなりました。開封済みのため返品というわけにもいかないのでしょうかね…使用感の評価でないのですが、こんなことも起こるのだということはどんな商品購入時でも想定しておき、私のようにひどく落胆しないよう皆様はお気を付けください。,0
コンセプトと構成は悪くないし実際良くできてると思うがなぜかつまらない。。。 作り手側に平均以上の感性はあるようだがそこそこのスタイリッシュなセンスの表面的な自己満足だけに終わってるような感じがする。見苦しくてもダサくてもいいから何か本質的な一線を超える何かを見せて欲しいと思うのは今のテレビドラマには無理な注文なのか？。。。,1
立ったまま足裏を洗える便利アイテムですが、樹脂のにおいが気になります。,2
なんかよけいにかゆくなったきがする。カウブランドのジャンプんとかのがいい,1
友人の一人にプレゼントとして購入。赤と黒のコントラストが雰囲気を演出してくれる感じが気に入りました。,4
子供にも安心のイカリジンです。 エタノールが入ってるので敏感な人は気をつけた方がいいかもしれません。 細かいミストではなくバシャッと出るので手で塗り広げて使います。 小分け容器に入れて持ち歩き用にしてます。,3
シールしか簡単かなと思えば、クロス張替えしか楽でした。 商品自体に問題はありません。 柄合わせが難しいですね。,3
このクリームをつけるとはねていた髪がおとなしくなります。 私はとても重宝しています。つけすぎると少しベタっとなり脂性の方の髪になるので星4です 量によるので自分に合った適量をつけるととても楽に朝のヘアーを整えることができます,3
清涼飲料水に特保マークがついてしまうこの日本でも同じことが言えます。 日本だから安心安全・・・ではないのです。 自分の身を守るのは自分だけです。 食について正しい知識を付ける。テレビや雑誌の流行りに振り回されがちな日本人はなおのこと、ですね。,4
全体的にはとても満足しています。ただし、臭いがなかなとれません。これは重要な評価項目と思いますので、厳しめですが星３つとしました。,2
キャンプする事が多く、外出の際に使っています。 空気を口を使わずに入れたり抜いたりできるので非常に便利です。 素材も申し分ないのですが、厚みがあるためカバンに入れて移動する場合などには向いていないです。,2
バキュームといえるほどのホールではないです！口元がゆるすぎてローションだだ漏れ状態。 ほかのフェラオナホが良いかと思います。,0
姪が以前使っていたものが断線したので、 姪自身がこれを選んで購入しました。,3
コンパクトなのがとても気に入ってます。値段が高いのが、マイナスにしてます。,2
グリップ杖に対して垂直でないのですぐに手が痛くなりました,1
最初に届いた商品が、冷風モードが使えず。問い合わせたところ、すぐに新しい商品を送って頂きました。 新しいものは問題なく使用できています。対応もとても早く（連絡したその日にご返信頂きました）、全体的には満足しています。,3
ハズレを引いたのかは分かりませんが 右スティックを左に傾けてもあまり反応しなかったです,1
つけた瞬間にひんやりとして気持ちいいのですが、なんせ細い。。。装着できますけど、ストッキングのように薄く、ピッタリなので外すとき気を付けないとやぶれそうです。かなり痩せてる方なら問題ないと思います。 ちなみに、薄手のTシャツの上から着用しましたが、生地の厚いものだと服の上からは無理かも。,2
使い心地の良さや香りも気に入って使っていましたが、今回のは匂いが変わっていて、残念ながら、使えませんでした。是非、また元の優しい香りに戻して頂きたいです。,1
軽いけれど、なかなかミルク冷えないのであまり使わないです。携帯用にしてます。,2
6s plasとかいてあるのに、6sがとどきました。 くやしいです。,1
これがあればたいていのことが出来ますね。角材のカットもゲージで正確に角度が付けれる。 便利過ぎて日曜大工には手放せない。,3
本当に誰でも簡単にプログラミングできます 色々なセンサーがあるのがいいです。,4
髪の毛や肌は赤ちゃんにも触れるから「赤ちゃんにも使えるシャンプー/コンディショナー」が良いだろうと思い、出産直後からラインで使用し始めました。 詰替え3本分ほど利用しましたが、襟足に痒みが出るようになり、湿疹とフケが見受けられるようになりました。 季節の変わり目だからか…と、使用し続けていた所、痒みは頭頂部まで広がり、シャンプーから数時間でムズムズとするようになりました。 元々、脛や背中に粉を噴く位の乾燥肌だった事もあり、キュレル製品は他にも使用していたのですが、こちらのシャンプー/コンディショナーは合わなかったようです。 顔面にも吹き出物ができ、外出するのが恥ずかしい位の赤ら顔になってしまいました。,1
思っていたよりもサイズが大きかったですが、この、値段であれば十分だと思います。ありがとうございました。,3
・金属の棒かと思ったら、台紙に金属っぽく塗装されたもので頑丈さは皆無。作る途中に1本折れた。腕で折れる。 ・連結部の穴は棒よりも少し小さいから、木槌使わないと女性じゃ辛い。体重かけて1本ずつ嵌めないと出来なかったため、2時間も出来るのにかかった。 ・ひとマスに20キロは怖くて試せない また、穴から棒を外すのに相当力がいる上、連結部が曲がって白くなりやすい。解体には向かない。 ・見た目は子供の玩具みたいな安さ。2000円はちょっと高い ・かべ、底のビニールは丈夫そう,0
助手席側ドアをぶつけて少し凹んでしまったので修理するために購入。 本日到着して早速やってみましたが、簡単に目立たなくなる程度には治せました。 今後もう少し時間をかけてキレイにしてみようと思いますが、そこまでやろうと思うと結構手間がかかりそうです。,3
使いやすさはバッチリ！しかし埃がいまいち取れません。,1
ノイズが酷すぎる。 信頼性が高いとかレビューであったが嘘。 みんな騙されんなよ。犠牲者がこれ以上出ないように。 ここまでくるとAmazonのレビューの信用性を疑う。 純正買おう。,0
青系統と白が付かなかった｡ リモコンの青を押しても全く付かないし白を押すと赤が付く、緑に関しては全て同じ色だった｡本当にRGBなのか？ 不良品にしか思えない商品！,1
頚椎に問題があって疲れやすいのです。首がしっかり温められます。薄手なので内側につけていても違和感はありません。着脱の便利性には文句なし！,4
キーボード自体は同僚が使っていたこともあり、ある意味想定通りで、仕事で使うのにとっても便利です。キーのストロークはあまりないですが、タッチは良く欠点はあまりなさそうです。ただし他のレビューにもあるようにかなり重量感があり、気軽に持ち運ぶことはできないと思いますので、使用頻度の少ない方にはオススメしません。また商品とは関係ありませんが、2万する商品がメール便、ポスト投函で非常に驚きました。カート投入時にそのような表記はなく、宅配便で来ると思いずっと家で待っていましたが、連絡もなくまさかポストに投函されるとは。いろんなecを利用していますがこんな雑な配送は初めてで非常に残念です。ポストに投函できるような小さめの高額品はamazonで購入しないことをオススメします。,2
変形ギミック、千葉さんボイス、付属品によるプレイバリュー、どれを取っても素晴らしい！ですがラメ入りのパーツが主に紫パーツが多いせいか変形ので使うピン、ロック、ヒンジの白化がしやすく多いのでやっぱり少し気を使って遊んでしまいます。それ以外はとても良いです！,3
冷風スイッチがあるのでセットしやすいです。コストパフォーマンス高く満足しています。強いて言えば風量小の時の温度がもう少し高いと完璧。,3
全然使いやすくて最強でした！ この価格ならベストです！,4
電源を切って再度入れると 都度ペアリングが必要です 何か間違えているのかも 知れませんが、説明書は 日本語が無いので分かりません,1
結構筋肉痛になるくらいです！ 腹筋ピンポイントで使ってます。 小さくて持ち運び用のケースもあるので出張先でも使いたいですね。,4
迅速無事に届きました。ありがとうございます。 遠近両用でどちらもハッキリ見えてとても便利です,3
引っ越しをして、コードレス掃除機を色々検討してこのスティッククリーナーを購入しました。軽くて小回りがきき、すごく使いやすいです。吸引力は引っ越し前使っていたキャニスターと遜色ないです。それよりも取れたゴミが見える分もっと吸っている気がします。うちは、3LDKのマンションですが、強で使用しても充電は全然持ちますし、吸引力も申し分ないです。とても、満足な買い物でした。,4
軽くて履きやすく歩きやすいです。ふだんは23・5を履きますが、インソールを入れることを予想して24センチにしましたが、インソールなくてもぴったりで足がいたくないです。 紐はゴムで楽チンです。,4
商品も履きやすく、購入してよかったです 迅速に配達していただきました。,3
センサー側の説明を記載してください ライトにはなにも問題なしです あと調整が難しい,2
期待外れの作品でした。最後まで読む気になれず先が みえてしまうので 知人にあげました,0
外気は、防げません。うまく貼ることができません。切り口に傷が入るとそこから破れます。追加での購入はしません。,0
A4サイズが入るリュックを探していたが、少し大き過ぎた。,1
商品の作りもいいしガラスも透明度が高いし物はいいと思うのですが前面ガラス内に気泡が入ってました、残念。,1
結構、大きいのですね… 長さは約24センチあります。 パック容器からユニコーンボトルへの詰め替えに使いたかったので購入しました。 ですが、もう少し小さいのが欲しかったので他のモノを買い直しです。 品質は、価格相当ですが問題なく使えると思います。,2
薄い線キズなど気になって簡単に隠せるものないかなと思い値段も手頃だったのでこちらの商品を購入 正直拭くだけで綺麗になんかならないだろと思って洗車した後気になる所を拭いてみると思った以上に きずが目立たなくなりびっくりしました。 キズの深さや車の色にもよると思いますが私の車には相性よかったのかなと思いました！ 試しに購入して思った以上の効果に大変満足しています。ちなみに私の車の色は茶色系です。,4
カバー裏地がタオル生地だったので購入。ただ、本体の傘は、思いのほか小さく感じたのに、ちょっと重い。,1
夜寝ている時にトイレに行きたいが電気つけるのは眩しい、って事で足元が軽く見える程度の電気を探していました。 リモコンもあるので購入しましたが。 リモコンで操作できる範囲が1メートルちょいくらいです。 リモコンがあるのに好きなとこもにつけれません。 明るさは写真で見たまんまに近い感じで撮りました。 暗いですが足元は見えます。 色もアンバーと白と切り替えと明るさも調整できます！ 少し惜しい商品でした。,2
このデザインが気に入ったので購入しました。充電する時に便利です。扇風機の色も思ったより綺麗てにおいて満足です。配送は滞りなくすぐに届きました。,4
